Car_type,Kms_driven,No_of_owners,Car_name,Car_model,Model_Year,Car_price,Fuel_type,Insurance_type,Transmission,Mileage,Engine,Max_power,Color,Seating_capacity,City
Hatchback,55073,1,Tata,Tata Tiago,2017,352000,Petrol,Third Party,Manual,23.84,1199,84.0,Others,5,Kolkata
Sedan,43886,1,Toyota,Toyota Corolla Altis,2012,480999,Petrol,Comprehensive,Automatic,14.53,1794,138.1,White,5,Kolkata
MUV,20000,1,Mahindra,Mahindra Marazzo,2022,1090000,Diesel,Third Party insurance,Manual,17.3,1497,120.96,Others,8,Kolkata
Sedan,118569,2,Honda,Honda City,2016,463999,Petrol,Comprehensive,Manual,17.8,1497,117.3,Silver,5,Kolkata
Sedan,30000,1,Volkswagen,Volkswagen Vento,2014,340000,Diesel,Third Party insurance,Manual,20.34,1498,103.2,Others,5,Kolkata
Hatchback,18060,1,Maruti,Maruti Alto 800,2019,352000,Petrol,Zero Dep,Manual,24.7,796,47.3,Red,5,Kolkata
Sedan,94042,1,Honda,Honda Amaze,2014,319000,Petrol,Comprehensive,Manual,18.0,1198,86.7,Others,5,Kolkata
SUV,90438,1,Mahindra,Mahindra Scorpio,2017,1075000,Diesel,Comprehensive,Manual,15.4,2179,120.0,Black,8,Kolkata
Hatchback,120000,2,Maruti,Maruti Wagon R,2009,140000,Petrol,Third Party insurance,Manual,18.9,998,67.1,Gray,5,Kolkata
Hatchback,80000,1,Hyundai,Hyundai Santro Xing,2009,125000,Petrol,Third Party insurance,Manual,17.92,1086,62.1,Others,5,Kolkata
SUV,50000,1,Jeep,Jeep Compass,2018,1200000,Diesel,Third Party insurance,Manual,17.1,1956,170.63,Others,5,Kolkata
Hatchback,60000,3,Maruti,Maruti Ritz,2010,160000,Petrol,Third Party insurance,Manual,18.5,1197,85.8,Others,5,Kolkata
Hatchback,70000,2,Maruti,Maruti Estilo,2010,120000,Petrol,Third Party insurance,Manual,19.5,1061,85.8,Others,5,Kolkata
SUV,30000,2,MG,MG Hector,2020,1499000,Petrol,Third Party insurance,Automatic,13.96,1451,141.0,Others,5,Kolkata
SUV,975000,1,Kia,Kia Sonet,2021,975000,Petrol,Third Party,Manual,18.2,998,118.36,Black,5,Kolkata
SUV,55000,1,Hyundai,Hyundai Creta,2018,999000,Diesel,Comprehensive,Manual,19.67,1582,126.2,Grey,5,Kolkata
Sedan,30000,1,Mercedes-Benz,Mercedes-Benz C-Class,2017,2500000,Diesel,Third Party insurance,Automatic,19.27,2143,170.0,Others,5,Kolkata
Hatchback,104900,1,Hyundai,Hyundai i10,2010,196000,Petrol,Comprehensive,Manual,20.36,1197,78.9,Golden,5,Kolkata
Sedan,24092,2,Toyota,Toyota Yaris,2018,683000,Petrol,Third Party,Manual,17.1,1496,105.5,Brown,5,Kolkata
Sedan,90000,2,Maruti,Maruti Swift Dzire,2017,500000,Diesel,Third Party insurance,Manual,26.59,1248,74.0,Others,5,Kolkata
Hatchback,28519,1,Tata,Tata Altroz,2020,649000,Petrol,Comprehensive,Manual,19.33,1199,86.83,Golden,5,Kolkata
Hatchback,88785,1,Honda,Honda Jazz,2016,386000,Petrol,Third Party insurance,Manual,18.7,1199,88.7,Silver,5,Kolkata
Hatchback,90000,2,Volkswagen,Volkswagen Polo,2015,300000,Petrol,Third Party insurance,Manual,16.2,1199,74.0,Others,5,Kolkata
MUV,79755,1,Tata,Tata Hexa,2019,888000,Diesel,Comprehensive,Manual,17.6,2179,153.86,Blue,7,Kolkata
Hatchback,80000,2,Hyundai,Hyundai i20,2017,560000,Petrol,Third Party insurance,Manual,18.6,1197,81.83,Silver,5,Kolkata
Hatchback,68832,2,Mahindra,Mahindra KUV 100 NXT,2017,436000,Petrol,Third Party,Manual,18.15,1198,82.0,Silver,5,Kolkata
SUV,70857,2,Jeep,Jeep Compass,2017,1032000,Diesel,Comprehensive,Manual,16.3,1956,170.0,Silver,5,Kolkata
Sedan,50000,3,Honda,Honda City,2010,270000,Petrol,Third Party insurance,Manual,17.0,1497,116.38576,Others,5,Kolkata
Sedan,80000,1,Maruti,Maruti Ciaz,2015,475000,Diesel,Third Party insurance,Manual,26.21,1248,88.5,Others,5,Kolkata
Hatchback,110000,2,Maruti,Maruti Ritz,2010,140000,Diesel,Third Party insurance,Manual,21.1,1248,73.9,Others,5,Kolkata
Hatchback,60000,1,Maruti,Maruti Wagon R,2013,320000,Petrol,Third Party insurance,Manual,20.51,998,67.04,Others,5,Kolkata
Hatchback,70000,2,Hyundai,Hyundai Grand i10,2014,340000,Petrol,Third Party insurance,Manual,18.9,1197,82.0,Others,5,Kolkata
Sedan,100000,2,Maruti,Maruti Swift Dzire,2011,250000,Petrol,Third Party insurance,Manual,17.5,1298,85.8,Others,5,Kolkata
Sedan,38000,1,Hyundai,Hyundai Xcent,2014,325000,Petrol,Comprehensive,Manual,19.1,1197,82.0,Silver,5,Kolkata
Hatchback,60000,5,Hyundai,Hyundai i20,2013,260000,Petrol,Third Party insurance,Manual,18.5,1197,82.85,Others,5,Kolkata
MUV,55000,2,Toyota,Toyota Innova,2014,799000,Diesel,Comprehensive,Manual,12.99,2494,100.6,Silver,8,Kolkata
Sedan,60000,1,Hyundai,Hyundai Xcent,2015,400000,Petrol,Third Party insurance,Manual,19.1,1197,82.0,Others,5,Kolkata
SUV,4034,1,Hyundai,Hyundai Venue,2022,956000,Petrol,Comprehensive,Manual,18.27,998,118.35,Blue,5,Kolkata
Hatchback,28614,2,Chevrolet,Chevrolet Beat,2014,210000,Diesel,Comprehensive,Manual,25.44,936,56.3,Silver,5,Kolkata
Hatchback,60000,1,Maruti,Maruti Wagon R,2010,240000,Petrol,Third Party insurance,Manual,18.9,998,67.1,Others,5,Kolkata
Hatchback,34895,1,Maruti,Maruti Alto 800,2015,239000,Petrol,Comprehensive,Manual,22.74,796,47.3,White,5,Kolkata
Hatchback,5891,1,Maruti,Maruti Baleno,2021,861000,Petrol,Comprehensive,Automatic,19.56,1197,81.8,Silver,5,Kolkata
Sedan,28204,2,Mercedes-Benz,Mercedes-Benz E-Class,2017,3500000,Petrol,Comprehensive,Automatic,12.0,1991,184.0,Brown,5,Kolkata
Hatchback,17776,2,Maruti,Maruti Ignis,2020,598000,Petrol,Comprehensive,Automatic,20.89,1197,81.8,Blue,5,Kolkata
Sedan,66000,1,Honda,Honda City,2017,750000,Diesel,Third Party insurance,Manual,26.0,1498,98.6,White,5,Kolkata
Hatchback,10667,1,Maruti,Maruti Wagon R,2020,559000,Petrol,Comprehensive,Automatic,20.52,1197,81.8,Silver,5,Kolkata
SUV,27218,1,Kia,Kia Sonet,2021,1035000,Diesel,Comprehensive,Manual,18.4,1493,98.63,Red,5,Kolkata
Coupe,170,1,BMW,BMW 3 Series Gran Limousine,2023,5895000,Petrol,Third Party insurance,Automatic,15.39,1998,254.79,White,5,Kolkata
Hatchback,28000,1,Ford,Ford Figo,2015,259000,Petrol,Comprehensive,Manual,18.16,1196,86.8,Grey,5,Kolkata
Coupe,12300,2,Audi,Audi S5 Sportback,2021,5950000,Petrol,Third Party insurance,Automatic,18.16,2994,348.66,Blue,5,Kolkata
SUV,10372,2,Kia,Kia Seltos,2020,1300000,Petrol,Comprehensive,Automatic,18.16,1497,113.43,White,5,Kolkata
Hatchback,6000,1,Maruti,Maruti Baleno,2019,650000,Petrol,Comprehensive,Manual,21.4,1197,83.1,Blue,5,Kolkata
SUV,30022,1,Jeep,Jeep Compass,2018,1099000,Petrol,Comprehensive,Automatic,14.1,1368,160.77,Grey,5,Kolkata
SUV,47000,1,Jeep,Jeep Compass,2018,999000,Petrol,Third Party insurance,Automatic,16.0,1368,160.0,White,5,Kolkata
SUV,50247,2,Land Rover,Land Rover Range Rover Evoque,2021,5400000,Diesel,Comprehensive,Automatic,16.0,1997,246.74,Silicon Silver,5,Kolkata
Hatchback,2704,1,Maruti,Maruti S-Presso,2022,553000,Petrol,Zero Dep,Manual,21.7,998,65.71,Silver,5,Kolkata
Hatchback,14425,1,Maruti,Maruti Celerio,2022,632000,Petrol,Zero Dep,Manual,24.97,998,65.71,Brown,5,Kolkata
Hatchback,40000,1,Maruti,Maruti Ignis,2018,330000,Petrol,Third Party insurance,Manual,20.89,1197,81.8,Others,5,Kolkata
Sedan,32488,2,Volkswagen,Volkswagen Vento,2017,690000,Petrol,Third Party,Automatic,18.19,1197,103.5,Silver,5,Kolkata
Hatchback,73949,2,Honda,Honda Brio,2012,219000,Petrol,Comprehensive,Manual,19.4,1198,86.8,Others,5,Kolkata
Hatchback,40000,1,Maruti,Maruti Celerio,2018,350000,Petrol,Third Party insurance,Automatic,23.1,998,67.04,Silver,5,Kolkata
Hatchback,55920,2,Hyundai,Hyundai Grand i10,2014,338000,Petrol,Comprehensive,Manual,18.9,1197,82.0,Others,5,Kolkata
SUV,30000,1,Ford,Ford Ecosport,2017,500000,Petrol,Third Party insurance,Manual,17.0,1497,121.36,Others,5,Kolkata
Hatchback,33805,1,Maruti,Maruti Swift,2014,408000,Petrol,Comprehensive,Manual,22.38,1197,88.5,Others,5,Kolkata
Sedan,73781,1,Hyundai,Hyundai Xcent,2014,289000,Petrol,Comprehensive,Manual,19.1,1197,82.0,Others,5,Kolkata
Hatchback,50000,2,Maruti,Maruti Alto 800,2015,229999,Petrol,Third Party insurance,Manual,22.74,796,47.3,White,5,Kolkata
Hatchback,65000,1,Hyundai,Hyundai i20,2014,395000,Petrol,Third Party insurance,Manual,18.6,1197,81.83,Red,5,Kolkata
Hatchback,48072,2,Hyundai,Hyundai i20,2011,220000,Petrol,Third Party,Manual,18.5,1197,78.90559999999999,Grey,5,Kolkata
SUV,75420,1,Kia,Kia Seltos,2020,1200000,Petrol,Third Party insurance,Automatic,16.5,1353,138.08,Red,5,Kolkata
Sedan,16100,2,Mercedes-Benz,Mercedes-Benz C-Class,2019,3050000,Diesel,Third Party insurance,Automatic,12.6,1950,194.0,Blue,5,Kolkata
SUV,40722,1,Maruti,Maruti Vitara Brezza,2018,725000,Diesel,Comprehensive,Manual,24.3,1248,88.5,Red,5,Kolkata
Hatchback,40000,1,Maruti,Maruti Swift,2015,430000,Petrol,Third Party insurance,Manual,21.21,1197,81.8,Others,5,Kolkata
Hatchback,50000,1,Maruti,Maruti Swift,2008,200000,Petrol,Third Party insurance,Manual,16.1,1298,86.993424,Silver,5,Kolkata
Hatchback,50000,2,Maruti,Maruti Estilo,2009,120000,Petrol,Third Party insurance,Manual,19.5,1061,86.993424,Gold,5,Kolkata
Sedan,40000,3,Volkswagen,Volkswagen Ameo,2017,470000,Petrol,Third Party insurance,Manual,17.0,1198,74.0,Others,5,Kolkata
Hatchback,3188,1,Maruti,Maruti Alto 800,2017,296000,Petrol,Comprehensive,Manual,22.05,796,47.33,White,5,Kolkata
Hatchback,34233,1,Hyundai,Hyundai i20,2019,527000,Petrol,Comprehensive,Manual,18.6,1197,81.86,Red,5,Kolkata
Hatchback,50000,2,Hyundai,Hyundai Santro Xing,2010,140000,Petrol,Third Party insurance,Manual,18.6,1086,62.0,Others,5,Kolkata
Sedan,51767,1,Honda,Honda City,2016,591000,Petrol,Third Party,Automatic,18.0,1497,117.3,Black,5,Kolkata
Hatchback,40965,1,Hyundai,Hyundai i20,2018,480000,Petrol,Comprehensive,Manual,18.6,1197,81.83,Blue,5,Kolkata
Sedan,70000,2,Hyundai,Hyundai Verna,2011,250000,Petrol,Third Party insurance,Manual,17.01,1591,121.3,Others,5,Kolkata
SUV,8176,2,Tata,Tata Nexon,2022,822000,Petrol,Third Party,Manual,17.33,1199,118.35,Red,5,Kolkata
Hatchback,10000,1,Renault,Renault KWID,2022,509999,Petrol,Third Party insurance,Manual,21.74,999,67.0,Others,5,Kolkata
Sedan,13327,2,Toyota,Toyota Yaris,2018,681000,Petrol,Comprehensive,Manual,17.1,1496,105.5,Red,5,Kolkata
SUV,57167,2,Ford,Ford Ecosport,2019,735000,Petrol,Comprehensive,Automatic,14.8,1497,121.36,Black,5,Kolkata
Sedan,35100,1,Volkswagen,Volkswagen Vento,2018,590000,Petrol,Third Party insurance,Manual,16.09,1598,103.2,Grey,5,Kolkata
Hatchback,120000,1,Hyundai,Hyundai i10,2010,170000,Petrol,Third Party insurance,Manual,20.36,1197,78.9,Others,5,Kolkata
Hatchback,60000,2,Hyundai,Hyundai Santro Xing,2010,130000,Petrol,Third Party insurance,Manual,20.36,1086,62.0,Others,5,Kolkata
Sedan,60000,1,Chevrolet,Chevrolet Aveo,2008,170000,Petrol,Third Party insurance,Manual,14.4,1399,92.71408,Others,5,Kolkata
Sedan,30000,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,3979999,Diesel,Third Party insurance,Automatic,12.6,1950,194.0,Others,5,Kolkata
SUV,14000,0,Mahindra,Mahindra XUV700,2022,2220000,Diesel,Comprehensive,Manual,12.6,2198,182.38,Blue,7,Kolkata
Hatchback,10000,1,Maruti,Maruti Wagon R,2018,450000,Petrol,Third Party insurance,Manual,20.51,998,67.04,Others,5,Kolkata
SUV,19500,2,Volvo,Volvo XC60,2020,4700000,Diesel,Third Party insurance,Automatic,11.2,1969,235.0,Black,5,Kolkata
Sedan,55000,1,Maruti,Maruti Ciaz,2015,450000,Diesel,Third Party,Manual,26.21,1248,88.5,Brown,5,Kolkata
Sedan,50000,1,Hyundai,Hyundai Accent,2011,190000,Petrol,Third Party insurance,Manual,16.36,1495,93.7,Others,5,Kolkata
Sedan,46980,2,Hyundai,Hyundai Verna,2015,494000,Diesel,Third Party insurance,Manual,23.9,1582,126.2,Silver,5,Kolkata
Hatchback,40535,1,Maruti,Maruti Swift,2019,535000,Petrol,Third Party,Manual,22.38,1197,88.5,Others,5,Kolkata
Hatchback,60020,1,Hyundai,Hyundai Santro Xing,2010,155000,Petrol,Third Party insurance,Manual,17.92,1086,62.1,Grey,5,Kolkata
Hatchback,787,1,Renault,Renault KWID,2022,557000,Petrol,Comprehensive,Automatic,22.3,999,67.06,Green,5,Kolkata
Hatchback,5870,1,Maruti,Maruti Wagon R,2022,674000,CNG,Third Party,Manual,34.05,998,55.92,Silver,5,Kolkata
Hatchback,50000,1,Renault,Renault Pulse,2013,180000,Diesel,Third Party insurance,Manual,23.08,1461,63.1,Red,5,Kolkata
Hatchback,50714,1,Maruti,Maruti Celerio,2014,318000,Petrol,Comprehensive,Automatic,26.68,998,65.71,Silver,5,Kolkata
Sedan,40000,1,Hyundai,Hyundai Xcent,2019,500000,Petrol,Third Party insurance,Manual,20.14,1197,81.86,Others,5,Kolkata
Hatchback,4187,1,Maruti,Maruti Alto 800,2020,403000,Petrol,Comprehensive,Manual,22.05,796,47.33,Red,5,Kolkata
SUV,10164,1,MG,MG Hector,2020,1513000,Petrol,Zero Dep,Automatic,13.96,1451,141.0,Silver,5,Kolkata
Sedan,13269,1,Hyundai,Hyundai Verna,2022,1030000,Petrol,Comprehensive,Manual,17.7,1497,113.18,Blue,5,Kolkata
SUV,90000,1,Mahindra,Mahindra Scorpio,2020,1530000,Diesel,Third Party insurance,Manual,15.4,2179,136.78,Others,7,Kolkata
Sedan,16000,1,Hyundai,Hyundai Verna,2021,1050000,Petrol,Comprehensive,Manual,17.7,1497,113.18,Red,5,Kolkata
Sedan,60000,1,Honda,Honda City,2021,810000,Petrol,Third Party insurance,Manual,17.4,1497,117.6,Others,5,Kolkata
Sedan,47114,2,Honda,Honda City,2010,235000,Petrol,Comprehensive,Manual,17.0,1497,116.38576,Golden,5,Kolkata
Sedan,50000,2,Honda,Honda City,2014,438999,Petrol,Third Party insurance,Manual,17.4,1497,117.3,Others,5,Kolkata
Sedan,50000,2,Honda,Honda City,2014,438999,Petrol,Third Party insurance,Manual,17.4,1497,117.3,Others,5,Kolkata
Hatchback,50000,2,Ford,Ford Figo,2011,200000,Petrol,Third Party insurance,Manual,15.6,1196,70.0,Others,5,Kolkata
Hatchback,20000,1,Chevrolet,Chevrolet Spark,2012,210000,Petrol,Third Party insurance,Manual,16.2,995,62.1,Others,5,Kolkata
Hatchback,41424,2,Honda,Honda Brio,2013,225000,Petrol,Third Party,Manual,19.4,1198,86.8,Silver,5,Kolkata
Hatchback,23829,2,Maruti,Maruti Alto 800,2020,378000,Petrol,Comprehensive,Manual,22.05,796,47.33,Red,5,Kolkata
Sedan,44199,1,Honda,Honda City,2019,684000,Petrol,Third Party,Manual,17.4,1497,117.6,Silver,5,Kolkata
Sedan,40000,1,Hyundai,Hyundai Verna,2018,800000,Petrol,Third Party insurance,Manual,17.0,1591,121.3,Red,5,Kolkata
SUV,55625,1,Ford,Ford Ecosport,2015,419000,Petrol,Third Party,Manual,18.88,999,123.37,White,5,Kolkata
Hatchback,29230,1,Maruti,Maruti Wagon R,2015,309000,Petrol,Comprehensive,Manual,20.51,998,67.04,Silver,5,Kolkata
Sedan,30000,1,Maruti,Maruti Swift Dzire,2017,525000,Petrol,Third Party insurance,Manual,22.0,1197,81.8,Others,5,Kolkata
Hatchback,25152,1,Volkswagen,Volkswagen Polo,2019,509999,Petrol,Comprehensive,Manual,17.74,999,75.1,White,5,Kolkata
Sedan,52224,1,Audi,Audi A3,2020,2000000,Diesel,Comprehensive,Automatic,20.38,1968,143.0,Red,5,Kolkata
Sedan,62665,1,Maruti,Maruti Swift Dzire,2012,289000,Petrol,Comprehensive,Manual,22.41,1197,88.5,Silver,5,Kolkata
Hatchback,76800,1,Maruti,Maruti Wagon R,2014,273000,Petrol,Comprehensive,Manual,20.51,998,67.04,Brown,5,Kolkata
SUV,80000,1,Honda,Honda WR-V,2017,600000,Petrol,Third Party insurance,Manual,17.5,1199,88.7,Others,5,Kolkata
SUV,37833,2,Ford,Ford Ecosport,2016,509999,Petrol,Comprehensive,Manual,15.9,1496,120.69,Silver,5,Kolkata
Hatchback,40000,1,Maruti,Maruti Alto 800,2015,300000,Petrol,Third Party insurance,Manual,22.74,796,47.3,Others,5,Kolkata
SUV,72000,2,Land Rover,Land Rover Freelander 2,2012,969999,Diesel,Third Party insurance,Automatic,12.35,2179,187.74,Black,5,Kolkata
Sedan,30000,1,Hyundai,Hyundai Elantra,2018,1400000,Petrol,Third Party insurance,Automatic,14.62,1999,149.92,Others,5,Kolkata
Sedan,80000,2,Hyundai,Hyundai Xcent,2014,300000,Diesel,Third Party insurance,Manual,24.4,1120,71.01,Others,5,Kolkata
Sedan,30000,1,Hyundai,Hyundai Elantra,2018,1500000,Petrol,Third Party insurance,Automatic,14.62,1999,149.92,Others,5,Kolkata
Hatchback,90000,2,Volkswagen,Volkswagen Polo,2014,290000,Petrol,Third Party insurance,Manual,16.47,1198,74.0,Blue,5,Kolkata
MUV,113000,1,Toyota,Toyota Innova,2014,750000,Diesel,Third Party insurance,Manual,12.99,2494,100.6,Silver,7,Kolkata
Sedan,90000,2,Honda,Honda Civic,2012,350000,Petrol,Third Party insurance,Manual,14.8,1799,130.2,Others,5,Kolkata
Hatchback,92202,1,Maruti,Maruti Swift,2013,296000,Diesel,Third Party,Manual,22.9,1248,74.0,Silver,5,Kolkata
Hatchback,79783,2,Hyundai,Hyundai Grand i10,2018,376000,Petrol,Third Party insurance,Manual,18.9,1197,81.86,Orange,5,Kolkata
Sedan,10000,1,Honda,Honda City,2022,1399000,Petrol,Third Party insurance,Manual,18.6,1498,119.35,Others,5,Kolkata
Sedan,23227,2,Maruti,Maruti Swift Dzire,2021,690000,Petrol,Third Party insurance,Manual,22.41,1197,88.5,Others,5,Kolkata
Sedan,3089,3,Maruti,Maruti Ciaz,2019,714000,Petrol,Third Party,Manual,21.56,1462,103.25,Red,5,Kolkata
Sedan,28546,1,Honda,Honda Amaze,2019,600000,Petrol,Third Party insurance,Manual,18.6,1199,88.76,Golden Brown,5,Kolkata
Hatchback,85435,1,Hyundai,Hyundai Grand i10,2016,342000,Petrol,Third Party,Manual,18.9,1197,82.0,Orange,5,Kolkata
Sedan,20000,2,Porsche,Porsche Panamera,2016,5000000,Diesel,Third Party insurance,Automatic,17.85,2967,300.0,Black,5,Kolkata
Hatchback,83124,2,Honda,Honda Brio,2012,208000,Petrol,Comprehensive,Manual,19.4,1198,86.8,Silver,5,Kolkata
Sedan,87859,2,Toyota,Toyota Etios,2014,279000,Petrol,Third Party,Manual,16.78,1496,88.73,Others,5,Kolkata
Sedan,65000,1,Honda,Honda City,2017,600000,Diesel,Third Party insurance,Manual,26.0,1498,98.6,Brown,5,Kolkata
SUV,50000,1,Mahindra Ssangyong,Mahindra Ssangyong Rexton,2018,1450000,Diesel,Third Party insurance,Automatic,11.18,2696,184.0,Black,7,Kolkata
Sedan,80000,3,Toyota,Toyota Etios,2012,225000,Petrol,Third Party insurance,Manual,17.6,1496,88.73,Others,5,Kolkata
Hatchback,25000,1,Hyundai,Hyundai Grand i10,2018,400000,Petrol,Comprehensive,Manual,18.9,1197,81.86,Red,5,Kolkata
Sedan,120000,1,Hindustan Motors,Ambassador,2014,120000,Diesel,Third Party insurance,Manual,12.8,1995,51.28864,Yellow,5,Kolkata
Hatchback,3000,1,Hyundai,Hyundai i20,2019,625000,Petrol,Comprehensive,Manual,18.6,1197,81.86,Grey,5,Kolkata
Hatchback,37001,1,Hyundai,Hyundai Grand i10,2018,385000,Petrol,Comprehensive,Manual,18.9,1197,81.86,Grey,5,Kolkata
Hatchback,39000,1,Maruti,Maruti Swift,2013,335000,Petrol,Comprehensive,Manual,18.6,1197,85.8,Red,5,Kolkata
Sedan,20000,1,Honda,Honda City,2020,985000,Petrol,Third Party insurance,Automatic,17.4,1497,117.6,Black,5,Kolkata
Sedan,103033,3,Hyundai,Hyundai Xcent,2015,271000,Diesel,Third Party,Manual,24.4,1120,71.0,Others,5,Kolkata
Hatchback,25968,1,Hyundai,Hyundai Grand i10,2017,480999,Petrol,Comprehensive,Manual,18.9,1197,81.86,Silver,5,Kolkata
Hatchback,150000,2,Maruti,Maruti Wagon R,2004,75000,Petrol,Third Party insurance,Manual,18.9,998,67.1,Yellow,5,Kolkata
Hatchback,11798,1,Maruti,Maruti Wagon R,2020,555000,Petrol,Third Party,Manual,20.52,1197,81.8,Silver,5,Kolkata
Sedan,65814,1,Volkswagen,Volkswagen Ameo,2017,430000,Petrol,Third Party,Manual,17.0,1198,73.75,White,5,Kolkata
SUV,69007,1,Kia,Kia Seltos,2021,1200000,Petrol,Comprehensive,Manual,16.8,1497,113.43,White,5,Kolkata
Hatchback,71420,1,Maruti,Maruti Swift,2012,286000,Diesel,Comprehensive,Manual,22.9,1248,74.0,Blue,5,Kolkata
Hatchback,10000,1,Hyundai,Hyundai Grand i10 Nios,2021,680000,Petrol,Third Party insurance,Manual,20.7,1197,81.86,Blue,5,Kolkata
Hatchback,9817,1,Datsun,Datsun RediGO,2020,349000,Petrol,Comprehensive,Manual,20.71,799,53.64,Silver,5,Kolkata
Hatchback,124206,2,Maruti,Maruti Celerio,2018,347000,Petrol,Comprehensive,Manual,25.24,998,65.71,White,5,Kolkata
Hatchback,50000,2,Maruti,Maruti Zen,2002,48000,Petrol,Third Party insurance,Manual,17.3,993,59.1792,Others,5,Kolkata
Hatchback,50000,2,Maruti,Maruti Wagon R,2009,125000,Petrol,Third Party insurance,Manual,18.9,1061,67.0,Others,5,Kolkata
SUV,1062,1,Renault,Renault Kiger,2023,785000,Petrol,Comprehensive,Automatic,19.03,999,71.01,Silver,5,Kolkata
Hatchback,10000,1,Hyundai,Hyundai Grand i10,2018,490000,Petrol,Third Party insurance,Manual,18.9,1197,81.86,Others,5,Kolkata
MUV,10000,1,Toyota,Toyota Innova Crysta,2019,1700000,Diesel,Third Party insurance,Manual,13.68,2393,147.8,Others,7,Kolkata
Hatchback,20000,1,Hyundai,Hyundai Grand i10,2015,350000,Petrol,Third Party insurance,Manual,18.9,1197,82.0,Others,5,Kolkata
Sedan,68000,1,Honda,Honda City,2015,400000,Diesel,Third Party insurance,Manual,26.0,1498,98.6,Brown,5,Kolkata
Hatchback,65000,1,Volkswagen,Volkswagen Polo,2016,365000,Petrol,Third Party,Manual,16.2,1199,74.0,Silver,5,Kolkata
Hatchback,30000,2,Maruti,Maruti Swift,2016,400000,Petrol,Third Party insurance,Manual,20.4,1197,81.8,Others,5,Kolkata
Hatchback,60000,2,Hyundai,Hyundai EON,2016,254999,Petrol,Third Party insurance,Manual,21.1,814,55.2,White,5,Kolkata
Sedan,45699,2,Maruti,Maruti Swift Dzire,2017,601000,Petrol,Third Party,Automatic,21.21,1197,81.8,Blue,5,Kolkata
Hatchback,81575,1,Hyundai,Hyundai i10,2011,216000,Petrol,Comprehensive,Manual,20.36,1197,78.9,Silver,5,Kolkata
Sedan,42000,1,Honda,Honda City,2017,670000,Petrol,Comprehensive,Automatic,18.0,1497,117.3,golden brown,5,Kolkata
Sedan,32092,1,Hyundai,Hyundai Verna,2018,719000,Petrol,Comprehensive,Manual,19.1,1368,98.6,Black,5,Kolkata
Hatchback,65916,3,Hyundai,Hyundai Santro Xing,2010,142000,Petrol,Third Party,Manual,19.1,1086,62.0,Silver,5,Kolkata
Sedan,30000,1,Mercedes-Benz,Mercedes-Benz C-Class,2019,3200000,Diesel,Third Party insurance,Automatic,12.6,1950,194.0,Others,5,Kolkata
SUV,8559,1,MG,MG Hector,2023,1820000,Diesel,Comprehensive,Manual,12.6,1956,167.68,Maroon,5,Kolkata
MUV,50000,1,Maruti,Maruti Ertiga,2017,750000,Diesel,Third Party insurance,Manual,24.52,1248,88.5,Others,7,Kolkata
SUV,9169,1,Tata,Tata Punch,2022,827000,Petrol,Third Party,Manual,20.09,1199,86.63,Green,5,Kolkata
Sedan,45275,1,Maruti,Maruti Swift Dzire,2018,475000,Petrol,Comprehensive,Manual,21.21,1197,81.8,Others,5,Kolkata
Hatchback,70000,2,Hyundai,Hyundai Santro Xing,2010,120000,Petrol,Third Party insurance,Manual,21.21,1086,62.0,Others,5,Kolkata
Hatchback,90000,4,Maruti,Maruti Wagon R,2011,145000,Petrol,Third Party insurance,Manual,18.9,998,67.1,Others,5,Kolkata
Hatchback,70000,2,Maruti,Maruti Alto 800,2015,210000,Petrol,Third Party insurance,Manual,22.74,796,47.3,Others,5,Kolkata
Sedan,50000,1,BMW,BMW 3 Series GT,2017,2490000,Diesel,Third Party insurance,Automatic,21.76,1995,188.0,Others,5,Kolkata
Hatchback,30000,1,Maruti,Maruti Alto 800,2019,330000,Petrol,Third Party insurance,Manual,22.05,796,47.33,Others,5,Kolkata
Sedan,10000,1,Honda,Honda City,2021,1400000,Petrol,Third Party insurance,Automatic,18.3,1498,119.35,Others,5,Kolkata
SUV,80000,2,Ford,Ford Ecosport,2017,525000,Diesel,Third Party insurance,Manual,22.77,1498,98.59,Others,5,Kolkata
Hatchback,40000,1,Hyundai,Hyundai i10,2012,280000,Petrol,Third Party insurance,Manual,20.36,1197,78.9,Silver,5,Kolkata
