Car_type,Kms_driven,No_of_owners,Car_name,Car_model,Model_Year,Car_price,Fuel_type,Insurance_type,Transmission,Mileage,Engine,Max_power,Color,Seating_capacity,City
Hatchback,88750,1,Maruti,Maruti Baleno,2019,593000,Petrol,Third Party insurance,Manual,21.4,1197,83.1,Silver,5,Delhi
SUV,70000,1,Mahindra,Mahindra XUV500,2014,900000,Diesel,Comprehensive,Manual,15.1,2179,140.0,Others,7,Delhi
Hatchback,89972,1,Hyundai,Hyundai i20 Active,2018,539000,Petrol,Third Party insurance,Manual,17.19,1197,81.86,Others,5,Delhi
Sedan,50000,1,Volkswagen,Volkswagen Vento,2014,335000,Petrol,Comprehensive,Manual,15.04,1598,103.6,Others,5,Delhi
Hatchback,36785,2,Honda,Honda Jazz,2019,594000,Petrol,Third Party,Manual,18.2,1199,88.7,Brown,5,Delhi
Sedan,48000,1,Hyundai,Hyundai Verna,2019,910000,Petrol,Comprehensive,Manual,19.1,1368,98.6,White,5,Delhi
SUV,20000,1,Mahindra,Mahindra XUV700,2021,1925000,Petrol,Comprehensive,Manual,19.1,1999,197.13,Silver,7,Delhi
Sedan,7000,1,Mercedes-Benz,Mercedes-Benz C-Class,2023,6000000,Petrol,Third Party insurance,Automatic,16.9,1496,201.15,White,5,Delhi
MUV,50000,1,Renault,Renault Triber,2021,760000,Petrol,Third Party insurance,Automatic,18.2,999,71.01,Others,7,Delhi
SUV,40000,1,Maruti,Maruti Vitara Brezza,2016,490000,Diesel,Comprehensive,Manual,24.3,1248,88.5,Others,5,Delhi
Hatchback,59000,1,Hyundai,Hyundai i20,2017,521000,Petrol,Third Party insurance,Manual,18.6,1197,81.83,White,5,Delhi
SUV,70000,1,Jeep,Jeep Compass,2019,1400000,Petrol,Third Party insurance,Automatic,16.0,1368,160.0,Others,5,Delhi
SUV,110000,1,Kia,Kia Seltos,2019,900000,Diesel,Third Party insurance,Manual,20.8,1493,113.43,Others,5,Delhi
SUV,100000,1,Mahindra,Mahindra Scorpio,2015,950000,Diesel,Comprehensive,Manual,15.4,2179,120.0,Others,7,Delhi
SUV,30000,2,Mercedes-Benz,Mercedes-Benz GLS,2017,5500000,Diesel,Third Party insurance,Automatic,11.0,2987,258.0,Silver,7,Delhi
Sedan,48000,1,Skoda,Skoda Rapid,2020,765000,Petrol,Zero Dep,Manual,18.97,999,108.62,White,5,Delhi
Sedan,22424,1,Hyundai,Hyundai Xcent,2017,555000,Petrol,Third Party,Manual,20.14,1197,81.86,Silver,5,Delhi
Sedan,58147,1,Hyundai,Hyundai Xcent,2017,476999,Petrol,Third Party insurance,Manual,20.14,1197,81.86,Red,5,Delhi
Hatchback,67000,1,Hyundai,Hyundai Grand i10,2015,341000,Petrol,Zero Dep,Manual,18.9,1197,81.86,Grey,5,Delhi
Hatchback,112479,1,Maruti,Maruti Celerio,2019,476000,Petrol,Zero Dep,Automatic,23.1,998,67.04,Others,5,Delhi
Sedan,25494,1,Maruti,Maruti Swift Dzire,2018,611000,Petrol,Comprehensive,Automatic,21.21,1197,81.8,Brown,5,Delhi
SUV,78000,2,Hyundai,Hyundai Creta,2016,790000,Diesel,Third Party,Automatic,17.01,1582,126.2,White,5,Delhi
Hatchback,51276,2,Hyundai,Hyundai i20,2016,513000,Petrol,Comprehensive,Manual,18.6,1197,81.83,White,5,Delhi
SUV,85000,1,Hyundai,Hyundai Creta,2017,825000,Diesel,Third Party,Manual,19.67,1582,126.2,White,5,Delhi
Hatchback,75402,2,Honda,Honda Jazz,2018,584000,Petrol,Third Party,Manual,18.7,1199,88.7,Brown,5,Delhi
Sedan,109000,1,Toyota,Toyota Corolla Altis,2014,665000,Petrol,Comprehensive,Manual,14.28,1798,138.03,White,5,Delhi
Sedan,14500,1,BMW,BMW 5 Series,2021,6350000,Petrol,Comprehensive,Automatic,15.01,1998,248.08,White,5,Delhi
SUV,76000,2,Audi,Audi Q7,2017,4600000,Diesel,Third Party insurance,Automatic,14.75,2967,245.0,Blue,7,Delhi
Sedan,34000,1,Honda,Honda Amaze,2017,475000,Petrol,Third Party insurance,Manual,17.8,1198,86.7,Brown,5,Delhi
Sedan,80000,2,Hyundai,Hyundai Xcent,2015,330000,Petrol,Third Party insurance,Manual,19.1,1197,82.0,Others,5,Delhi
Sedan,60000,1,Honda,Honda Amaze,2018,635000,Diesel,Third Party insurance,Automatic,23.8,1498,78.9,Others,5,Delhi
SUV,60000,1,Nissan,Nissan Terrano,2014,399000,Diesel,Third Party insurance,Manual,19.01,1461,108.5,Silver,5,Delhi
Sedan,59000,2,Maruti,Maruti Swift Dzire,2014,420000,Petrol,Comprehensive,Manual,19.1,1197,85.8,White,5,Delhi
SUV,99000,1,Ford,Ford Ecosport,2016,459999,Diesel,Third Party,Manual,21.7,1498,98.96,White,5,Delhi
SUV,17000,1,Jeep,Jeep Compass,2021,2375000,Petrol,Third Party,Automatic,14.1,1368,160.77,White,5,Delhi
Sedan,79982,1,Maruti,Maruti Ciaz,2018,720000,Petrol,Zero Dep,Manual,21.56,1462,103.25,Blue,5,Delhi
Sedan,67047,1,Honda,Honda City,2017,846000,Petrol,Third Party insurance,Automatic,18.0,1497,117.3,Silver,5,Delhi
Sedan,50000,1,Volkswagen,Volkswagen Jetta,2012,500000,Diesel,Zero Dep,Manual,19.33,1968,138.1,Others,5,Delhi
Hatchback,85782,1,Maruti,Maruti Baleno,2017,471000,Petrol,Zero Dep,Manual,21.4,1197,83.1,Others,5,Delhi
Hatchback,99547,1,Maruti,Maruti Baleno,2016,446000,Petrol,Comprehensive,Manual,21.4,1197,83.1,Others,5,Delhi
Hatchback,30000,1,Renault,Renault KWID,2018,365000,Petrol,Zero Dep,Automatic,24.04,999,67.0,Brown,5,Delhi
Hatchback,69455,1,Maruti,Maruti Celerio,2017,354000,Petrol,Comprehensive,Manual,25.24,998,65.71,Others,5,Delhi
SUV,14000,1,Volkswagen,Volkswagen Taigun,2022,1650000,Petrol,Zero Dep,Automatic,17.88,1498,147.51,White,5,Delhi
SUV,40738,1,Ford,Ford Ecosport,2019,877999,Petrol,Comprehensive,Automatic,14.8,1497,121.36,White,5,Delhi
Sedan,76000,1,Mercedes-Benz,Mercedes-Benz C-Class,2015,1910000,Petrol,Third Party insurance,Automatic,11.7,1796,175.56496,Silver,5,Delhi
Hatchback,30000,1,Maruti,Maruti Swift,2020,525000,Petrol,Third Party insurance,Manual,21.21,1197,81.8,Others,5,Delhi
SUV,50000,1,Ford,Ford Ecosport,2020,830000,Diesel,Third Party insurance,Manual,23.0,1498,98.96,Others,5,Delhi
Sedan,90000,2,Nissan,Nissan Sunny,2012,200000,Petrol,Third Party insurance,Manual,16.95,1498,97.7,Others,5,Delhi
Sedan,10700,1,Honda,Honda City,2022,1345000,Petrol,Third Party insurance,Automatic,18.3,1498,119.35,Brown,5,Delhi
Sedan,10000,1,Honda,Honda City,2022,1345000,Petrol,Third Party insurance,Automatic,18.3,1498,119.35,Others,5,Delhi
Hatchback,80000,2,Maruti,Maruti Wagon R,2017,350000,Petrol,Comprehensive,Manual,20.51,998,67.04,White,5,Delhi
SUV,36000,1,Audi,Audi Q7,2018,5495000,Diesel,Third Party insurance,Automatic,14.75,2967,245.0,Black,7,Delhi
SUV,70000,1,Ford,Ford Endeavour,2018,2300000,Diesel,Comprehensive,Automatic,10.91,3198,197.0,Others,7,Delhi
SUV,60000,1,Toyota,Toyota Fortuner,2015,1600000,Diesel,Comprehensive,Automatic,12.55,2982,168.5,Silver,7,Delhi
Sedan,34000,1,Mercedes-Benz,Mercedes-Benz CLA,2018,2890000,Petrol,Zero Dep,Automatic,15.04,1991,183.0,Silver,5,Delhi
Sedan,48430,1,Honda,Honda City,2016,746000,Petrol,Zero Dep,Manual,17.8,1497,117.3,White,5,Delhi
SUV,93671,1,Ford,Ford Ecosport,2018,639000,Diesel,Third Party insurance,Manual,23.0,1498,98.96,Silver,5,Delhi
SUV,100000,2,Toyota,Toyota Fortuner,2015,1449000,Diesel,Third Party,Automatic,12.55,2982,168.7,White,7,Delhi
Sedan,108665,2,Maruti,Maruti Ciaz,2018,736000,Petrol,Comprehensive,Automatic,20.28,1462,103.25,Black,5,Delhi
Hatchback,17447,1,Tata,Tata Tiago,2022,749000,CNG,Zero Dep,Manual,26.49,1199,72.0,Silver,5,Delhi
SUV,19000,1,Mahindra,Mahindra XUV700,2022,2750000,Diesel,Zero Dep,Manual,26.49,2198,182.38,White,7,Delhi
SUV,100579,2,Renault,Renault Duster,2019,693000,Diesel,Third Party insurance,Manual,19.87,1461,108.5,Silver,5,Delhi
Hatchback,80000,1,Nissan,Nissan Micra,2013,275000,Petrol,Zero Dep,Automatic,19.34,1198,76.0,Others,5,Delhi
Hatchback,65039,1,Hyundai,Hyundai Santro,2019,475000,Petrol,Comprehensive,Manual,20.3,1086,68.0,White,5,Delhi
SUV,60000,1,Ford,Ford Endeavour,2017,2300000,Diesel,Third Party insurance,Automatic,10.91,3198,197.0,Grey,7,Delhi
Hatchback,50000,4,Hyundai,Hyundai i10,2010,150000,Petrol,Comprehensive,Manual,19.81,1086,68.05,Others,5,Delhi
Sedan,65000,1,Honda,Honda City,2015,665000,Petrol,Comprehensive,Automatic,18.0,1497,117.3,Brown,5,Delhi
Hatchback,84000,3,Hyundai,Hyundai i20,2011,225000,Petrol,Zero Dep,Manual,17.0,1197,78.90559999999999,White,5,Delhi
SUV,35000,1,Toyota,Toyota Fortuner,2021,3500000,Petrol,Third Party insurance,Automatic,10.26,2694,163.7,Brown,7,Delhi
SUV,80000,1,Maruti,Maruti Vitara Brezza,2018,850000,Diesel,Comprehensive,Manual,24.3,1248,88.5,Others,5,Delhi
SUV,16500,1,Toyota,Toyota Hyryder,2023,1985000,Petrol,Third Party insurance,Manual,19.39,1462,101.64,White,5,Delhi
SUV,40000,2,Toyota,Toyota Fortuner,2019,3100000,Diesel,Third Party insurance,Manual,14.24,2755,174.5,Black,7,Delhi
Sedan,50500,1,Honda,Honda City,2016,550000,Petrol,Third Party insurance,Manual,17.8,1497,117.3,Green,5,Delhi
Sedan,90000,2,Tata,Tata Zest,2016,285000,Petrol,Third Party insurance,Manual,17.57,1193,88.7,Black,5,Delhi
Sedan,80000,2,Honda,Honda City,2010,300000,Petrol,Comprehensive,Automatic,16.8,1497,116.38576,Others,5,Delhi
Hatchback,40462,2,Hyundai,Hyundai Santro Xing,2011,185000,Petrol,Comprehensive,Manual,16.8,1086,62.0,Silver,5,Delhi
Hatchback,40000,1,Maruti,Maruti Swift,2018,525000,Petrol,Third Party insurance,Manual,22.0,1197,81.8,Silver,5,Delhi
Sedan,150000,1,Maruti,Maruti Swift Dzire,2013,375000,Diesel,Comprehensive,Manual,23.4,1248,74.0,Others,5,Delhi
Sedan,47761,1,Hyundai,Hyundai Verna,2020,1011999,Petrol,Third Party,Manual,17.7,1497,113.18,White,5,Delhi
SUV,80488,1,Hyundai,Hyundai Creta,2020,1350000,Diesel,Third Party insurance,Manual,17.7,1493,113.45,Black,5,Delhi
Hatchback,70000,1,Maruti,Maruti S-Presso,2020,400000,CNG,Comprehensive,Manual,31.2,998,58.33,Others,4,Delhi
SUV,17204,1,Tata,Tata New Safari,2022,1930000,Diesel,Comprehensive,Manual,16.14,1956,167.67,White,7,Delhi
Hatchback,66000,1,Hyundai,Hyundai Grand i10,2017,525000,Petrol,Comprehensive,Automatic,18.9,1197,81.86,Silver,5,Delhi
Hatchback,41900,1,Renault,Renault KWID,2019,425000,Petrol,Comprehensive,Manual,25.17,799,53.3,Silver,5,Delhi
Hatchback,45000,1,Hyundai,Hyundai Grand i10,2019,525000,Petrol,Comprehensive,Manual,18.9,1197,81.86,Grey,5,Delhi
Hatchback,52000,1,Volkswagen,Volkswagen Polo,2013,375000,Petrol,Third Party insurance,Manual,16.47,1198,74.0,Blue,5,Delhi
SUV,40000,1,Hyundai,Hyundai Alcazar,2021,2100000,Diesel,Comprehensive,Automatic,18.1,1493,113.42,Others,7,Delhi
Sedan,64000,1,Honda,Honda Amaze,2015,409999,Petrol,Third Party insurance,Manual,18.0,1198,86.7,Silver,5,Delhi
SUV,76500,1,Mahindra,Mahindra KUV 100 NXT,2018,434999,CNG,Third Party insurance,Manual,18.15,1198,82.0,Silver,6,Delhi
Sedan,48000,1,Honda,Honda City,2016,645000,Petrol,Comprehensive,Manual,17.8,1497,117.3,Red,5,Delhi
SUV,42000,1,Tata,Tata Nexon,2019,775000,Petrol,Comprehensive,Automatic,17.0,1198,108.5,White,5,Delhi
SUV,50000,2,Renault,Renault Duster,2014,375000,Petrol,Comprehensive,Manual,13.24,1598,102.57,Brown,5,Delhi
SUV,55000,2,Ford,Ford Ecosport,2017,650000,Petrol,Third Party insurance,Manual,15.9,1496,120.69,Grey,5,Delhi
Sedan,90000,2,Volkswagen,Volkswagen Vento,2010,204999,Petrol,Comprehensive,Manual,15.04,1598,103.6,Others,5,Delhi
Sedan,72000,1,Mercedes-Benz,Mercedes-Benz E-Class,2015,2390000,Petrol,Zero Dep,Automatic,12.0,1991,181.03,White,5,Delhi
SUV,33091,2,Mahindra,Mahindra KUV 100,2018,529000,Petrol,Third Party insurance,Manual,18.15,1198,82.0,Red,6,Delhi
Hatchback,40838,1,Renault,Renault KWID,2018,300000,Petrol,Comprehensive,Manual,22.25,799,53.26,Others,5,Delhi
Sedan,56000,1,Mercedes-Benz,Mercedes-Benz C-Class,2015,2400000,Petrol,Comprehensive,Automatic,11.74,1796,186.0,White,5,Delhi
MUV,71914,1,Toyota,Toyota Innova Crysta,2018,1678000,Diesel,Comprehensive,Manual,11.74,2393,147.51,Silver,7,Delhi
Hatchback,67043,1,Maruti,Maruti Swift,2017,499000,Petrol,Comprehensive,Manual,22.38,1197,88.5,Silver,5,Delhi
SUV,18000,1,Mini,Mini Cooper Countryman,2021,3275000,Petrol,Comprehensive,Automatic,14.34,1998,189.08,Silver,5,Delhi
Sedan,100010,1,Toyota,Toyota Etios,2011,206999,Petrol,Third Party insurance,Manual,17.6,1496,88.7,Silver,5,Delhi
Hatchback,70000,2,Maruti,Maruti Celerio,2016,390000,Petrol,Comprehensive,Automatic,23.1,998,67.04,Others,5,Delhi
Sedan,56857,1,Honda,Honda City,2015,603000,Petrol,Third Party insurance,Manual,17.4,1497,117.3,Silver,5,Delhi
Sedan,120000,1,Toyota,Toyota Camry,2014,1400000,Petrol,Third Party insurance,Automatic,19.16,2494,158.2,Others,5,Delhi
SUV,92000,1,Mercedes-Benz,Mercedes-Benz GL-Class,2015,3150000,Diesel,Comprehensive,Automatic,11.3,2987,254.8,White,7,Delhi
Sedan,45000,1,Mercedes-Benz,Mercedes-Benz E-Class,2019,5000000,Diesel,Zero Dep,Automatic,16.1,1950,191.7,White,5,Delhi
MUV,68000,1,Toyota,Toyota Innova Crysta,2019,1725000,Diesel,Comprehensive,Automatic,11.36,2755,171.5,Grey,8,Delhi
SUV,36000,1,Mercedes-Benz,Mercedes-Benz GLC,2020,5240000,Petrol,Comprehensive,Automatic,12.74,1991,197.0,Black,5,Delhi
Sedan,67000,2,BMW,BMW 7 Series,2012,1600000,Petrol,Comprehensive,Automatic,8.45,2979,321.0,Grey,5,Delhi
Sedan,37000,1,Toyota,Toyota Corolla Altis,2017,1250000,Petrol,Comprehensive,Manual,14.28,1798,138.03,Brown,5,Delhi
SUV,9150,1,MG,MG Hector Plus,2021,1925000,Petrol,Third Party insurance,Automatic,16.56,1451,141.0,Silver,6,Delhi
Hatchback,100000,3,Hyundai,Hyundai i20,2012,250000,Diesel,Third Party insurance,Manual,23.0,1396,88.7688,Others,5,Delhi
Sedan,10000,1,Honda,Honda Amaze,2022,935000,Petrol,Third Party insurance,Automatic,18.3,1199,88.5,Others,5,Delhi
MUV,116059,1,Maruti,Maruti Ertiga,2013,551000,CNG,Comprehensive,Manual,26.11,1462,86.63,Silver,7,Delhi
Hatchback,18254,1,Maruti,Maruti Ignis,2022,505999,Petrol,Comprehensive,Manual,20.89,1197,81.8,Others,5,Delhi
SUV,61200,1,Land Rover,Land Rover Range Rover Sport,2016,6300000,Diesel,Zero Dep,Automatic,12.65,2993,255.0,Blue,5,Delhi
Sedan,108133,1,Honda,Honda Amaze,2016,422000,Petrol,Comprehensive,Manual,18.0,1198,86.7,White,5,Delhi
MUV,66198,1,Maruti,Maruti Ertiga,2014,631000,Petrol,Third Party insurance,Manual,20.51,1462,101.65,Blue,7,Delhi
Hatchback,49000,1,Maruti,Maruti Baleno,2017,590000,Petrol,Zero Dep,Manual,21.01,1197,81.8,Silver,5,Delhi
Hatchback,89733,1,Hyundai,Hyundai Grand i10,2017,499000,Petrol,Third Party insurance,Automatic,18.9,1197,81.86,Others,5,Delhi
Hatchback,20000,1,Maruti,Maruti Swift,2022,785000,Petrol,Comprehensive,Automatic,22.56,1197,88.5,Others,5,Delhi
Hatchback,90360,2,Hyundai,Hyundai i20,2014,325000,Diesel,Comprehensive,Manual,21.9,1396,88.76,Silver,5,Delhi
SUV,44000,1,Land Rover,Land Rover Discovery Sport,2017,3600000,Petrol,Comprehensive,Automatic,12.63,1999,177.0,Red,5,Delhi
Sedan,26000,1,Toyota,Toyota Yaris,2020,925000,Petrol,Third Party insurance,Automatic,17.8,1496,105.94,Red,5,Delhi
Sedan,68000,1,Maruti,Maruti Ciaz,2016,645000,Petrol,Third Party insurance,Manual,20.73,1373,91.1,Silver,5,Delhi
Sedan,60000,1,Maruti,Maruti Ciaz,2018,760000,Petrol,Comprehensive,Manual,21.56,1462,103.25,Grey,5,Delhi
Sedan,20000,1,BMW,BMW 3 Series,2020,4200000,Petrol,Third Party insurance,Automatic,16.13,1998,254.79,White,5,Delhi
Sedan,8000,1,Honda,Honda City,2021,1245000,Petrol,Third Party insurance,Manual,17.4,1497,117.6,Brown,5,Delhi
SUV,120000,1,Renault,Renault Duster,2014,500000,Diesel,Third Party insurance,Manual,19.01,1461,108.45,Others,5,Delhi
Hatchback,70000,1,Maruti,Maruti Wagon R,2015,280000,CNG,Third Party insurance,Manual,26.6,998,58.16,Others,5,Delhi
Sedan,90000,3,Honda,Honda City,2009,114999,Petrol,Third Party insurance,Manual,17.0,1497,116.38576,Gold,5,Delhi
SUV,70000,1,Ford,Ford Ecosport,2018,600000,Diesel,Third Party insurance,Manual,23.0,1498,98.96,Gray,5,Delhi
SUV,70000,1,Tata,Tata Harrier,2021,1650000,Diesel,Zero Dep,Manual,16.35,1956,167.67,White,5,Delhi
SUV,14445,2,Hyundai,Hyundai Venue,2021,852999,Petrol,Zero Dep,Manual,18.27,998,118.35,White,5,Delhi
SUV,29847,2,Tata,Tata Nexon,2019,861000,Petrol,Third Party insurance,Automatic,17.0,1198,108.5,Silver,5,Delhi
Sedan,80000,2,Volkswagen,Volkswagen Vento,2011,275000,Petrol,Comprehensive,Manual,15.04,1598,103.6,Others,5,Delhi
Hatchback,88443,1,Hyundai,Hyundai Grand i10,2014,418000,Petrol,Third Party,Automatic,18.9,1197,82.0,Red,5,Delhi
Hatchback,82892,2,Hyundai,Hyundai i10,2011,190000,Petrol,Third Party,Manual,20.36,1197,78.9,Silver,5,Delhi
SUV,14500,1,Mahindra,Mahindra Thar,2023,1850000,Diesel,Comprehensive,Automatic,20.36,2184,130.0,Brown,4,Delhi
Hatchback,59549,1,Hyundai,Hyundai i20 Active,2015,519000,Petrol,Third Party insurance,Manual,17.19,1197,81.86,White,5,Delhi
Hatchback,70000,1,Maruti,Maruti Wagon R,2015,320000,CNG,Zero Dep,Manual,26.6,998,58.16,Others,5,Delhi
Hatchback,64228,2,Maruti,Maruti Wagon R,2019,501000,CNG,Third Party insurance,Manual,33.54,998,67.04,Silver,5,Delhi
Hatchback,10000,1,Maruti,Maruti Swift,2022,700000,Petrol,Third Party insurance,Manual,22.38,1197,88.5,Others,5,Delhi
SUV,60000,2,Ford,Ford Ecosport,2018,600000,Diesel,Third Party insurance,Manual,23.0,1498,98.96,Others,5,Delhi
SUV,32000,1,Tata,Tata Nexon,2018,675000,Petrol,Third Party insurance,Automatic,17.0,1198,108.5,Grey,5,Delhi
Hatchback,20000,1,Maruti,Maruti Swift,2019,550000,Petrol,Comprehensive,Manual,21.21,1197,81.8,Others,5,Delhi
Hatchback,65000,1,Maruti,Maruti Wagon R,2016,345000,CNG,Comprehensive,Manual,33.54,998,67.04,Grey,5,Delhi
Hatchback,23900,1,Maruti,Maruti Wagon R,2021,541000,CNG,Comprehensive,Manual,33.54,998,67.04,White,5,Delhi
Hatchback,2900,1,Maruti,Maruti Alto K10,2023,430000,Petrol,Comprehensive,Manual,24.39,998,65.71,Grey,5,Delhi
SUV,15000,1,Hyundai,Hyundai Venue,2022,860000,Petrol,Comprehensive,Manual,24.39,1197,81.8,Blue,5,Delhi
Hatchback,11200,1,Hyundai,Hyundai Santro,2022,530000,Petrol,Comprehensive,Manual,20.3,1086,68.05,Grey,5,Delhi
SUV,17000,1,Tata,Tata Nexon EV Prime,2023,1423000,Electric,Comprehensive,Automatic,20.3,0,127.0,Grey,5,Delhi
SUV,1900,1,Kia,Kia Sonet,2023,1070000,Petrol,Comprehensive,Manual,18.2,998,118.36,White,5,Delhi
Hatchback,70098,1,Hyundai,Hyundai i10,2010,173000,Petrol,Comprehensive,Manual,20.36,1197,78.9,Silver,5,Delhi
SUV,30498,1,Nissan,Nissan Magnite,2021,707000,Petrol,Comprehensive,Manual,18.75,999,71.02,Black,5,Delhi
Sedan,33000,1,Honda,Honda Amaze,2021,819999,Petrol,Third Party,Automatic,18.3,1199,88.5,Grey,5,Delhi
SUV,7243,1,Renault,Renault Kiger,2021,827999,Petrol,Comprehensive,Manual,20.5,999,98.63,Blue,5,Delhi
SUV,7867,1,Maruti,Maruti Brezza,2023,1255000,Petrol,Third Party insurance,Manual,19.89,1462,101.65,Silver,5,Delhi
SUV,110000,2,Maruti,Maruti Vitara Brezza,2018,690000,Diesel,Comprehensive,Manual,24.3,1248,88.5,Others,5,Delhi
MUV,49650,1,Renault,Renault Triber,2022,616000,Petrol,Comprehensive,Manual,20.0,999,71.01,Orange,7,Delhi
SUV,5301,1,Tata,Tata New Safari,2022,2099000,Diesel,Comprehensive,Manual,16.14,1956,167.67,Blue,6,Delhi
SUV,21366,1,Hyundai,Hyundai Venue,2019,800000,Petrol,Comprehensive,Manual,18.27,998,118.35,White,5,Delhi
SUV,40099,1,Jeep,Jeep Compass,2021,2450000,Diesel,Third Party insurance,Automatic,14.9,1956,167.67,Grey,5,Delhi
Sedan,100000,1,Ford,Ford Aspire,2015,315000,Diesel,Third Party insurance,Manual,25.83,1498,99.0,Others,5,Delhi
Sedan,100000,1,Ford,Ford Aspire,2015,315000,Diesel,Comprehensive,Manual,25.83,1498,99.0,Others,5,Delhi
Sedan,48000,1,Honda,Honda City,2015,650000,Petrol,Comprehensive,Manual,17.4,1497,117.3,White,5,Delhi
SUV,29000,1,Mercedes-Benz,Mercedes-Benz GLE,2020,7800000,Diesel,Third Party insurance,Automatic,17.4,1950,241.38,White,5,Delhi
Hatchback,120000,1,Maruti,Maruti Wagon R,2017,310000,CNG,Third Party insurance,Manual,26.6,998,58.16,Others,5,Delhi
SUV,58000,1,Tata,Tata Nexon,2019,825000,Petrol,Comprehensive,Automatic,17.0,1198,108.5,Blue,5,Delhi
Sedan,58000,1,Honda,Honda Amaze,2016,484999,Petrol,Third Party insurance,Manual,17.8,1198,86.7,Red,5,Delhi
Sedan,50000,1,Honda,Honda Amaze,2015,350000,Petrol,Comprehensive,Manual,18.0,1198,86.7,Others,5,Delhi
Sedan,32000,1,Honda,Honda Amaze,2019,795000,Petrol,Comprehensive,Automatic,18.1,1199,88.7,Maroon,5,Delhi
Sedan,9900,1,BMW,BMW 3 Series,2020,4090000,Diesel,Third Party,Automatic,20.37,1995,187.74,Orange,5,Delhi
Hatchback,3721,1,Maruti,Maruti Swift,2017,470000,Petrol,Comprehensive,Manual,20.4,1197,83.11,White,5,Delhi
Hatchback,16564,1,Hyundai,Hyundai Grand i10 Nios,2020,625000,Petrol,Comprehensive,Manual,20.7,1197,81.86,Grey,5,Delhi
SUV,34000,1,BMW,BMW X5,2019,7290000,Diesel,Comprehensive,Automatic,13.38,2993,261.5,Blue,5,Delhi
SUV,15992,1,Tata,Tata Punch,2022,794000,Petrol,Comprehensive,Manual,20.09,1199,86.63,Silver,5,Delhi
Hatchback,91380,1,Maruti,Maruti Alto K10,2015,266000,Petrol,Comprehensive,Manual,23.95,998,67.05,White,5,Delhi
Sedan,50000,1,Mercedes-Benz,Mercedes-Benz CLA,2017,2390000,Petrol,Comprehensive,Automatic,15.04,1991,183.0,Blue,5,Delhi
Hatchback,47231,2,Maruti,Maruti Alto K10,2017,296000,Petrol,Comprehensive,Manual,24.39,998,65.71,Silver,5,Delhi
SUV,20500,1,Toyota,Toyota Fortuner,2018,3090000,Diesel,Third Party insurance,Automatic,12.9,2755,174.5,White,7,Delhi
SUV,89908,1,Maruti,Maruti Vitara Brezza,2018,607000,Diesel,Comprehensive,Manual,24.3,1248,88.5,Blue,5,Delhi
SUV,60000,1,Mercedes-Benz,Mercedes-Benz GLC,2018,4000000,Diesel,Comprehensive,Automatic,17.9,2143,170.0,White,5,Delhi
SUV,34000,1,BMW,BMW X1,2018,2750000,Diesel,Third Party insurance,Automatic,20.68,1995,188.0,White,5,Delhi
Hatchback,30000,1,Toyota,Toyota Glanza,2022,740000,Petrol,Third Party insurance,Manual,22.35,1197,88.5,Silver,5,Delhi
Hatchback,120000,1,Fiat,Fiat Punto,2013,114999,Diesel,Third Party insurance,Manual,20.3,1248,75.0,Red,5,Delhi
Hatchback,99100,1,Hyundai,Hyundai i10,2010,167000,Petrol,Comprehensive,Manual,19.81,1086,68.05,White,5,Delhi
SUV,22000,1,Jeep,Jeep Compass,2019,1475000,Petrol,Third Party,Automatic,16.0,1368,160.0,Black,5,Delhi
SUV,22120,1,BMW,BMW X1,2017,1995000,Diesel,Comprehensive,Automatic,20.68,1995,188.0,White,5,Delhi
SUV,30120,1,Mahindra,Mahindra XUV500,2020,1265000,Diesel,Comprehensive,Manual,20.68,2179,152.87,Silver,7,Delhi
MUV,4000,1,Renault,Renault Triber,2023,835000,Petrol,Comprehensive,Automatic,18.2,999,71.01,Silver,7,Delhi
SUV,14800,1,Hyundai,Hyundai Venue,2021,1095000,Diesel,Comprehensive,Manual,23.7,1493,98.6,White,5,Delhi
Sedan,8120,1,Honda,Honda Civic,2020,1950000,Petrol,Comprehensive,Automatic,16.5,1799,139.46,White,5,Delhi
Hatchback,54650,1,Hyundai,Hyundai i20,2012,309000,Petrol,Comprehensive,Manual,18.5,1197,82.85,Grey,5,Delhi
Hatchback,99343,1,Hyundai,Hyundai i10,2010,204999,Petrol,Comprehensive,Manual,19.81,1086,68.05,Red,5,Delhi
SUV,22800,1,Jeep,Jeep Compass,2020,1698999,Diesel,Comprehensive,Manual,17.1,1956,170.0,White,5,Delhi
Hatchback,37961,2,Maruti,Maruti Wagon R,2014,303000,Petrol,Third Party insurance,Manual,20.51,998,67.04,Silver,5,Delhi
Hatchback,76751,2,Maruti,Maruti Alto K10,2016,264000,Petrol,Comprehensive,Manual,24.39,998,65.71,White,5,Delhi
SUV,6000,1,Mahindra,Mahindra Scorpio N,2022,2395000,Petrol,Comprehensive,Automatic,24.39,1997,200.0,Green,6,Delhi
SUV,24788,1,MG,MG Astor,2021,1541000,Petrol,Third Party insurance,Automatic,14.34,1349,138.08,Red,5,Delhi
SUV,90000,2,Mitsubishi,Mitsubishi Outlander,2010,400000,Petrol,Comprehensive,Automatic,11.3,2360,167.6744,Gray,5,Delhi
Hatchback,70036,1,Maruti,Maruti Alto K10,2017,308000,Petrol,Comprehensive,Manual,24.39,998,65.71,Silver,5,Delhi
